Metadata_Experiment,Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,drug,concentration_um,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
NJR2,p003,D08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p003,E08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p003,F08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p003,G08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p003,H08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p003,A09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p003,B09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p003,C09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p003,D09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p003,E09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p003,F09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p003,G09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p003,H09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p003,A10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p003,B10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p003,C10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p003,D10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p003,E10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p003,F10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p003,G10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p003,H10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p003,A11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p003,B11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p003,C11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p003,D11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p003,E11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p003,F11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p003,G11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p003,H11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p003,A12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p003,B12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p003,C12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p003,D12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p003,E12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p003,F12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p003,G12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p003,H12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p004,A01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p004,B01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p004,C01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p004,D01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p004,E01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p004,F01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p004,G01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p004,H01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p004,A02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p004,B02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p004,C02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p004,D02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p004,E02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p004,F02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p004,G02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p004,H02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p004,A03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p004,B03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p004,C03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p004,D03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p004,E03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p004,F03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p004,G03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p004,H03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p004,A04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p004,B04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p004,C04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p004,D04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p004,E04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p004,F04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p004,G04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p004,H04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p004,A05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p004,B05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p004,C05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p004,D05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p004,E05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p004,F05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p004,G05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p004,H05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p004,A06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p004,B06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p004,C06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p004,D06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p004,E06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p004,F06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
